id,title,description,servings,time_minutes,difficulty,category,tags,image,image_prompt
kycklingbiffar-med-bulgur-och-vitlokssas,Kycklingbiffar med bulgur och vitlökssås,"En tydlig vardagstallrik med kycklingbiffar, bulgur och vitlökssås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-bulgur-och-vitlokssas.png,"chicken patties with bulgur, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-bulgur-och-tomatsalsa,Kycklingbiffar med bulgur och tomatsalsa,"En tydlig vardagstallrik med kycklingbiffar, bulgur och tomatsalsa.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-bulgur-och-tomatsalsa.png,"chicken patties with bulgur, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-bulgur-och-graddsas,Kycklingbiffar med bulgur och gräddsås,"En tydlig vardagstallrik med kycklingbiffar, bulgur och gräddsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-bulgur-och-graddsas.png,"chicken patties with bulgur, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-bulgur-och-citronsas,Kycklingbiffar med bulgur och citronsås,"En tydlig vardagstallrik med kycklingbiffar, bulgur och citronsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-bulgur-och-citronsas.png,"chicken patties with bulgur, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-nudlar-och-kall-ortsas,Kycklingbiffar med nudlar och kall örtsås,"En tydlig vardagstallrik med kycklingbiffar, nudlar och kall örtsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-nudlar-och-kall-ortsas.png,"chicken patties with noodles, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-nudlar-och-vitlokssas,Kycklingbiffar med nudlar och vitlökssås,"En tydlig vardagstallrik med kycklingbiffar, nudlar och vitlökssås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-nudlar-och-vitlokssas.png,"chicken patties with noodles, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-nudlar-och-tomatsalsa,Kycklingbiffar med nudlar och tomatsalsa,"En tydlig vardagstallrik med kycklingbiffar, nudlar och tomatsalsa.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-nudlar-och-tomatsalsa.png,"chicken patties with noodles, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-nudlar-och-graddsas,Kycklingbiffar med nudlar och gräddsås,"En tydlig vardagstallrik med kycklingbiffar, nudlar och gräddsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-nudlar-och-graddsas.png,"chicken patties with noodles, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kycklingbiffar-med-nudlar-och-citronsas,Kycklingbiffar med nudlar och citronsås,"En tydlig vardagstallrik med kycklingbiffar, nudlar och citronsås.",4,30,easy,kyckling,"vardag, familj, nyttigare",/seed-recipes/images/kycklingbiffar-med-nudlar-och-citronsas.png,"chicken patties with noodles, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-ris-och-kall-ortsas,Köttfärsbiffar med ris och kall örtsås,"En tydlig vardagstallrik med köttfärsbiffar, ris och kall örtsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-ris-och-kall-ortsas.png,"beef patties with rice, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-ris-och-vitlokssas,Köttfärsbiffar med ris och vitlökssås,"En tydlig vardagstallrik med köttfärsbiffar, ris och vitlökssås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-ris-och-vitlokssas.png,"beef patties with rice, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-ris-och-tomatsalsa,Köttfärsbiffar med ris och tomatsalsa,"En tydlig vardagstallrik med köttfärsbiffar, ris och tomatsalsa.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-ris-och-tomatsalsa.png,"beef patties with rice, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-ris-och-graddsas,Köttfärsbiffar med ris och gräddsås,"En tydlig vardagstallrik med köttfärsbiffar, ris och gräddsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-ris-och-graddsas.png,"beef patties with rice, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-ris-och-citronsas,Köttfärsbiffar med ris och citronsås,"En tydlig vardagstallrik med köttfärsbiffar, ris och citronsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-ris-och-citronsas.png,"beef patties with rice, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-potatis-och-kall-ortsas,Köttfärsbiffar med potatis och kall örtsås,"En tydlig vardagstallrik med köttfärsbiffar, potatis och kall örtsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-potatis-och-kall-ortsas.png,"beef patties with boiled potatoes, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kottfarsbiffar-med-potatis-och-vitlokssas,Köttfärsbiffar med potatis och vitlökssås,"En tydlig vardagstallrik med köttfärsbiffar, potatis och vitlökssås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kottfarsbiffar-med-potatis-och-vitlokssas.png,"beef patties with boiled potatoes, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
